"","plot","NDVI1","NDVI2","NDVI3","NDVI4","NDVI5","NDVI6"
"336",7336,0.262817298986988,0.385399387263917,0.412347086732981,0.494008329536896,0.499354032679931,0.314488492450991
"337",7337,0.234077299538592,0.331633862057805,0.316832510302674,0.391587672832414,0.400314316994832,0.303072515980626
"338",7338,0.182544945002354,0.245734808012404,0.258144670579156,0.341804633691909,0.412932693484221,0.313033113958289
"339",7339,0.221397145015452,0.312537658117512,0.33230832093259,0.415286517783947,0.447690536137457,0.287590380968998
"340",7340,0.300541935457724,0.439626527916673,0.391977116866242,0.457102208304124,0.481691969162707,0.283825505984284
"341",7341,0.295500513050382,0.466228251929683,0.467968574231521,0.524752416612463,0.51804996460302,0.309443751094459
"342",7342,0.293396898360062,0.44515331404792,0.450853336615009,0.518029990213715,0.507510610968041,0.303189316749523
"343",7343,0.231430164687897,0.368402026384828,0.356799025617486,0.443864554394401,0.416961477998063,0.325871782062882
"344",7344,0.316792727784415,0.479827470210133,0.485249661157361,0.566755602783882,0.521139039944068,0.309109171123411
"345",7345,0.303173050642485,0.436348914588726,0.406932049848871,0.485360151270412,0.462008617292858,0.33322947641753
"346",7346,0.338841098468741,0.460021232411428,0.40447284998715,0.516080840458461,0.529187736823445,0.325905047472183
"347",7347,0.304177688472088,0.408241865515926,0.357296194577463,0.453298205361762,0.456701913464548,0.342672888571338
"348",7348,0.314250232588807,0.440561504753291,0.432264462978657,0.496537506630639,0.47272439684467,0.323294658191732
"349",7349,0.263071042875644,0.334934821573945,0.303595279291785,0.36621895057427,0.370360824051298,0.346457063042742
"350",7350,0.311556893924095,0.420723308152626,0.371017532433872,0.443877576560777,0.486504693511272,0.358279254557949
"351",7351,0.233200159973981,0.279058655284474,0.243834698662343,0.310402917806213,0.371486196118972,0.365367456276816
"352",7352,0.249244930508831,0.306117194553627,0.276745424324933,0.327712332623915,0.325245584071528,0.358311118033167
"353",7353,0.208783531412406,0.261250126919005,0.245489641608451,0.284751459909834,0.331483734724366,0.382371267911177
